name,id
GPM6B,1468
GPR1,1469
NPBWR1,1470
GPR17,1471
GPR19,1472
GPR26,1473
GPER1,1474
GPR34,1475
GPR35,1476
GPR37,1477
GPR39,1478
FFAR1,1479
FFAR2,1480
GRK4,1481
GRK5,1482
GRK6,1483
MKNK2,1484
GPS1,1485
GPX1,1486
GPX2,1487
GPX4,1488
GPX7,1489
GRB2,1490
GRB7,1491
GRB10,1492
GRB14,1493
RAPGEF1,1494
GRIA1,1495
GRIA4,1496
GRID1,1497
GRID2,1498
GRN,1499
GRIK2,1500
GRIK3,1501
GRIK4,1502
GRIK5,1503
GRIN2A,1504
GRIN2B,1505
GRIN2D,1506
GRINA,1507
NR3C1,1508
ARHGAP35,1509
GRM1,1510
GRM3,1511
GRM4,1512
GRM5,1513
GRM6,1514
GRM7,1515
GRM8,1516
CXCL1,1517
CXCL2,1518
CXCL3,1519
PDIA3,1520
GRPR,1521
GSK3A,1522
GSK3B,1523
GSN,1524
GSPT1,1525
GSR,1526
GSS,1527
GSTA1,1528
GSTA4,1529
GSTM3,1530
GSTM4,1531
GSTM5,1532
GSTP1,1533
GSTT2,1534
MSH6,1535
GTF2A1,1536
GTF2B,1537
GTF2E2,1538
GTF2F1,1539
GTF2H1,1540
GTF2H2,1541
GTF2H3,1542
GTF2H4,1543
GTF2I,1544
BRF1,1545
GTF3C1,1546
GTF3C2,1547
GUCY1A2,1548
GUCA1B,1549
GUCA2B,1550
GUCY1A3,1551
GUCY1B3,1552
GUK1,1553
GUSB,1554
GYG1,1555
GYPA,1556
GYS1,1557
GYS2,1558
GZMK,1559
GZMM,1560
H1F0,1561
HIST1H1C,1562
HIST1H1E,1563
HIST1H1B,1564
HIST1H1T,1565
H2AFX,1566
H2AFZ,1567
HIST1H2BD,1568
H3F3A,1569
H3F3B,1570
HSD17B10,1571
HAGH,1572
HADHA,1573
HADHB,1574
HADH,1575
HAL,1576
HARS,1577
HAS2,1578
HAS3,1579
HBE1,1580
HCCS,1581
SERPIND1,1582
HCFC1,1583
HCLS1,1584
HCRTR1,1585
HTT,1586
HDAC1,1587
HDAC2,1588
HDGF,1589
HDLBP,1590
HELLS,1591
NCKAP1L,1592
HEXA,1593
HEXB,1594
CFH,1595
HFE,1596
HGD,1597
HGF,1598
HGFAC,1599
NRG1,1600
HHEX,1601
HIC1,1602
HIF1A,1603
HIP1,1604
UBE2K,1605
HINT1,1606
HIVEP1,1607
HIVEP2,1608
HK1,1609
HK2,1610
ZBTB48,1611
HLA-A,1612
HLA-B,1613
HLA-C,1614
HLA-DMA,1615
MNX1,1616
HLA-DOA,1617
HLA-DOB,1618
HLA-DPA1,1619
HLA-DQA1,1620
HLA-DQB2,1621
HLA-DRA,1622
HLA-DRB1,1623
HLA-DRB5,1624
HLF,1625
HLA-E,1626
HLA-F,1627
HLA-G,1628
MR1,1629
HLCS,1630
HLX,1631
HMBS,1632
HMGB1,1633
HMGB2,1634
HMGB3,1635
HMGN1,1636
HMGN2,1637
HMGCL,1638
HMGCR,1639
HMGCS1,1640
HMGA1,1641
HMMR,1642
HMOX1,1643
HMOX2,1644
NR4A1,1645
HMX1,1646
FOXA1,1647
FOXA2,1648
FOXA3,1649
HNF4A,1650
HNF4G,1651
ONECUT1,1652
